Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP,Year
61,Monta Ellis,SG,29,DAL,5.0,197.0,19.5,.543,.270,.180,2.0,6.5,4.2,21.9,2.4,1.2,11.8,28.2,,0.4,0.0,0.4,0.094,,3.4,0.3,3.7,0.3,2015
62,Tyler Ennis,PG,20,MIL,1.0,16.0,10.3,.278,.556,.000,18.3,7.2,13.3,33.3,0.0,0.0,0.0,25.3,,0.0,0.0,0.0,-0.076,,2.9,-3.7,-0.8,0.0,2015
63,Tyreke Evans,SG,25,NOP,4.0,125.0,10.8,.396,.256,.395,2.7,14.8,8.9,24.3,2.1,0.7,10.6,20.7,,-0.1,0.0,-0.1,-0.038,,-1.5,-1.2,-2.7,0.0,2015
64,Festus Ezeli,C,25,GSW,20.0,183.0,16.1,.558,.000,.580,14.5,22.4,18.5,5.2,0.3,4.4,16.1,18.3,,0.3,0.3,0.6,0.15,,-1.1,0.5,-0.7,0.1,2015
65,Raymond Felton,PG,30,DAL,3.0,36.0,7.6,.337,.267,.200,2.8,17.8,10.0,14.7,0.0,0.0,0.0,18.6,,0.0,0.0,0.0,-0.038,,-2.9,-3.5,-6.3,0.0,2015
66,Tim Frazier,PG,24,POR,2.0,3.0,-32.1,.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,50.0,30.6,,-0.1,0.0,-0.1,-0.889,,-19.8,-10.8,-30.5,0.0,2015
67,Joel Freeland,C,27,POR,2.0,7.0,9.7,,,,0.0,15.7,7.7,0.0,7.5,0.0,,0.0,,0.0,0.0,0.0,0.1,,-1.5,4.0,2.5,0.0,2015
68,Marc Gasol,C,30,MEM,11.0,416.0,21.3,.496,.011,.489,4.9,25.4,15.0,20.5,1.3,4.2,6.8,25.8,,0.8,0.6,1.4,0.161,,3.5,2.5,6.0,0.8,2015
69,Pau Gasol*,PF,34,CHI,10.0,317.0,20.1,.539,.035,.365,6.0,26.1,16.3,18.1,0.8,5.3,13.6,22.2,,0.4,0.7,1.1,0.166,,1.6,2.2,3.7,0.4,2015
70,Alonzo Gee,SF,27,POR,1.0,3.0,16.3,,,,0.0,36.5,18.0,47.9,0.0,0.0,,0.0,,0.0,0.0,0.0,0.181,,2.0,6.6,8.6,0.0,2015
71,Taj Gibson,PF,29,CHI,12.0,276.0,14.3,.522,.000,.417,10.1,16.0,13.1,7.3,0.8,3.5,11.4,15.9,,0.3,0.4,0.8,0.132,,-1.0,0.2,-0.8,0.1,2015
72,Manu GinÃ³bili*,SG,37,SAS,7.0,131.0,17.1,.527,.512,.535,3.2,16.8,9.8,36.4,1.6,3.6,20.9,23.0,,0.2,0.2,0.3,0.117,,1.8,3.0,4.8,0.2,2015
73,Drew Gooden,PF,33,WAS,10.0,178.0,12.5,.510,.426,.213,8.2,24.8,16.8,7.0,0.6,4.4,17.3,20.1,,0.0,0.3,0.3,0.083,,-2.2,1.4,-0.8,0.1,2015
74,Eric Gordon,SG,26,NOP,4.0,143.0,14.6,.555,.500,.094,2.4,5.3,3.9,18.2,0.7,1.2,13.0,24.5,,0.2,-0.1,0.0,0.008,,3.2,-2.0,1.3,0.1,2015
75,Marcin Gortat,C,30,WAS,10.0,307.0,19.4,.642,.000,.279,9.9,20.9,15.6,12.1,1.0,2.8,14.2,16.3,,0.8,0.5,1.3,0.202,,0.5,2.1,2.6,0.4,2015
76,Danny Green,SG,27,SAS,7.0,204.0,10.5,.456,.656,.098,3.5,8.1,5.8,10.8,1.7,2.7,7.3,15.1,,0.1,0.2,0.2,0.053,,0.5,1.4,2.0,0.2,2015
77,Draymond Green,PF,24,GSW,21.0,784.0,16.6,.517,.379,.363,6.5,22.8,14.7,21.2,2.5,2.5,17.2,19.2,,0.9,1.7,2.6,0.16,,0.7,3.8,4.5,1.3,2015
78,JaMychal Green,PF,24,MEM,5.0,8.0,16.8,.347,.500,1.000,0.0,42.2,20.7,0.0,6.5,11.4,0.0,16.4,,0.0,0.0,0.0,0.143,,-3.1,7.1,4.0,0.0,2015
79,Jeff Green,SF,28,MEM,11.0,298.0,7.9,.410,.167,.241,3.3,16.2,9.6,10.2,0.9,1.5,11.8,20.8,,-0.5,0.3,-0.2,-0.033,,-3.1,-0.9,-4.0,-0.1,2015
80,Blake Griffin,PF,25,LAC,14.0,557.0,24.8,.557,.026,.387,7.3,26.1,16.8,27.3,1.2,2.2,12.3,28.5,,1.5,0.6,2.1,0.179,,5.5,1.1,6.6,1.2,2015
81,Jorge GutiÃ©rrez,PG,26,MIL,1.0,12.0,6.5,.500,.000,.000,0.0,9.7,4.4,13.8,0.0,0.0,0.0,7.5,,0.0,0.0,0.0,0.047,,-5.0,-1.4,-6.5,0.0,2015
82,Tyler Hansbrough,PF,29,TOR,4.0,48.0,3.5,.370,.000,.800,2.2,12.6,7.1,8.6,2.1,1.8,22.8,8.2,,0.0,0.0,0.0,-0.042,,-5.3,0.8,-4.5,0.0,2015
83,James Harden,SG,25,HOU,17.0,636.0,24.8,.620,.364,.605,2.0,13.7,7.9,35.0,2.1,0.9,17.1,29.5,,2.3,0.3,2.7,0.202,,6.1,1.5,7.6,1.5,2015
84,Devin Harris,PG,31,DAL,4.0,74.0,5.8,.445,.478,.391,1.3,10.1,5.6,7.1,1.3,0.0,12.9,17.1,,0.0,0.0,0.0,-0.031,,-5.7,-2.1,-7.7,-0.1,2015
85,Joe Harris,SG,23,CLE,6.0,16.0,10.9,.515,.500,.667,0.0,6.8,3.4,10.7,0.0,0.0,11.4,24.8,,0.0,0.0,0.0,0.064,,-2.8,-2.0,-4.8,0.0,2015
86,Spencer Hawes,PF,26,LAC,8.0,57.0,18.8,.643,.353,.118,5.6,18.2,12.0,13.3,1.7,4.5,5.3,14.4,,0.2,0.1,0.3,0.216,,2.9,3.8,6.7,0.1,2015
87,Brendan Haywood,C,35,CLE,1.0,2.0,-21.0,.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.7,,0.0,0.0,0.0,-0.521,,-17.3,-9.4,-26.7,0.0,2015
88,John Henson,C,24,MIL,6.0,153.0,17.4,.562,.024,.341,13.4,20.5,16.6,4.9,1.7,5.8,18.9,17.1,,0.1,0.2,0.3,0.087,,-1.1,0.7,-0.3,0.1,2015
89,NenÃª,PF,32,WAS,10.0,257.0,11.1,.459,.000,.303,10.9,16.8,13.9,9.2,1.8,0.9,14.0,17.3,,0.0,0.4,0.4,0.074,,-3.2,0.5,-2.8,-0.1,2015
90,Kirk Hinrich,SG,34,CHI,10.0,126.0,9.2,.640,.526,.158,0.0,4.3,2.2,13.5,1.3,0.6,4.7,7.7,,0.2,0.1,0.4,0.134,,-2.3,1.4,-0.9,0.0,2015
91,Jrue Holiday,PG,24,NOP,3.0,55.0,13.6,.458,.211,.211,4.1,2.0,3.0,36.7,1.9,1.6,19.4,21.4,,0.0,0.0,0.0,-0.028,,1.8,-2.8,-0.9,0.0,2015
92,Justin Holiday,SG,25,GSW,5.0,11.0,1.9,.750,.500,.000,0.0,9.8,5.0,13.1,0.0,0.0,50.0,16.3,,0.0,0.0,0.0,-0.078,,-4.6,-0.6,-5.2,0.0,2015
93,Al Horford,C,28,ATL,16.0,522.0,19.8,.525,.043,.095,8.2,20.1,14.2,20.4,1.3,3.6,10.2,21.4,,0.8,0.7,1.5,0.141,,2.1,1.6,3.7,0.8,2015
94,Dwight Howard*,C,29,HOU,17.0,574.0,20.4,.546,.000,.907,11.3,31.4,21.5,5.9,1.9,5.4,12.7,21.2,,0.6,0.9,1.5,0.126,,1.2,1.2,2.4,0.6,2015
95,Lester Hudson,SG,30,LAC,7.0,38.0,10.5,.500,.500,.000,0.0,2.7,1.4,28.0,2.6,2.3,17.6,19.4,,0.0,0.0,0.0,0.033,,-1.4,1.7,0.2,0.0,2015
96,Kris Humphries,PF,29,WAS,1.0,5.0,21.6,1.000,.000,.000,0.0,63.1,32.6,0.0,0.0,0.0,0.0,8.9,,0.0,0.0,0.0,0.296,,0.1,2.7,2.8,0.0,2015
97,Andre Iguodala,SF,31,GSW,21.0,635.0,15.4,.546,.480,.380,2.8,13.2,8.1,18.0,2.0,0.9,6.6,15.1,,1.3,1.0,2.2,0.17,,1.7,2.8,4.5,1.0,2015
98,Ersan Ä°lyasova,PF,27,MIL,6.0,142.0,8.0,.398,.377,.164,4.1,13.9,8.6,3.9,1.8,1.9,7.1,22.3,,-0.3,0.1,-0.1,-0.046,,-2.9,-1.4,-4.3,-0.1,2015
99,Kyrie Irving,PG,22,CLE,13.0,464.0,20.9,.573,.324,.373,2.4,8.6,5.6,20.1,1.9,2.0,8.5,23.0,,1.5,0.5,2.0,0.209,,4.5,0.7,5.2,0.8,2015
100,Jarrett Jack,PG,31,BRK,6.0,153.0,17.6,.620,.278,.241,1.4,16.3,8.8,31.6,2.3,0.6,25.1,23.9,,0.1,0.2,0.3,0.09,,0.4,1.3,1.7,0.1,2015
101,Bernard James,C,29,DAL,1.0,2.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,-0.039,,-3.7,-2.4,-6.0,0.0,2015
102,LeBron James,SF,30,CLE,20.0,844.0,25.3,.487,.202,.307,4.9,24.3,14.7,45.2,2.1,2.1,11.7,37.6,,1.6,1.5,3.0,0.173,,5.9,2.0,7.9,2.1,2015
103,Richard Jefferson,SF,34,DAL,4.0,51.0,3.5,.504,.571,.143,0.0,4.2,2.0,2.6,1.8,0.0,16.8,14.3,,0.0,0.0,0.0,-0.032,,-4.7,-1.7,-6.4,-0.1,2015
104,John Jenkins,SG,23,ATL,4.0,21.0,19.0,.833,.667,.000,5.1,10.2,7.6,0.0,0.0,0.0,0.0,13.0,,0.1,0.0,0.1,0.202,,4.3,-1.0,3.3,0.0,2015
105,Jonas Jerebko,PF,27,BOS,4.0,68.0,3.3,.346,.267,.133,6.3,16.5,11.3,2.3,1.5,1.4,15.9,12.4,,-0.1,0.0,-0.1,-0.073,,-5.7,-0.8,-6.6,-0.1,2015
106,Amir Johnson,PF,27,TOR,4.0,112.0,16.0,.671,.034,.414,6.7,22.7,14.2,6.3,0.5,2.3,17.0,16.6,,0.2,0.0,0.2,0.089,,0.2,-0.2,0.0,0.0,2015
107,James Johnson,PF,27,TOR,2.0,12.0,-3.9,.231,.000,1.000,0.0,20.1,9.5,14.4,0.0,0.0,0.0,32.4,,-0.1,0.0,-0.1,-0.439,,-6.6,-8.7,-15.3,0.0,2015
108,Joe Johnson,SG,33,BRK,6.0,249.0,14.2,.473,.436,.255,2.2,17.9,10.0,19.3,1.4,0.0,4.6,20.1,,0.3,0.2,0.5,0.089,,0.8,0.3,1.1,0.2,2015
109,Nick Johnson,SG,22,HOU,9.0,49.0,-1.1,.328,.412,.176,2.1,6.3,4.2,11.7,0.0,1.6,17.9,19.0,,-0.2,0.0,-0.2,-0.165,,-7.2,-2.4,-9.6,-0.1,2015
110,Dahntay Jones,SF,34,LAC,11.0,18.0,9.6,1.000,.000,.000,0.0,5.8,2.9,0.0,5.4,0.0,0.0,4.8,,0.0,0.0,0.1,0.175,,-5.7,7.0,1.3,0.0,2015
111,James Jones,SF,34,CLE,20.0,311.0,7.9,.536,.853,.187,0.4,9.8,5.1,4.6,1.4,0.8,5.8,12.6,,0.4,0.3,0.6,0.1,,-1.9,0.8,-1.1,0.1,2015
112,Terrence Jones,PF,23,HOU,17.0,401.0,12.9,.473,.119,.340,7.6,13.3,10.5,6.9,0.9,2.4,8.0,20.7,,0.2,0.1,0.3,0.037,,-1.2,-1.2,-2.4,0.0,2015
113,DeAndre Jordan,C,26,LAC,14.0,482.0,20.7,.610,.000,1.938,10.9,29.7,20.4,4.8,1.6,5.9,10.2,15.0,,1.2,0.8,1.9,0.192,,2.9,1.5,4.4,0.8,2015
114,Jerome Jordan,C,28,BRK,1.0,5.0,-16.3,.000,.000,.000,21.6,21.7,21.7,0.0,0.0,0.0,33.3,27.5,,-0.1,0.0,-0.1,-0.605,,-16.6,-10.7,-27.4,0.0,2015
115,Cory Joseph,PG,23,SAS,4.0,22.0,17.3,.799,.000,.333,0.0,5.0,2.4,0.0,0.0,3.6,12.7,16.1,,0.0,0.0,0.1,0.122,,0.1,1.7,1.8,0.0,2015
116,Chris Kaman,C,32,POR,3.0,37.0,11.7,.533,.000,.125,14.4,26.7,20.5,13.8,0.0,0.0,26.2,14.2,,0.0,0.0,0.0,0.056,,-0.7,-1.0,-1.7,0.0,2015
117,Kyle Korver,SG,33,ATL,14.0,526.0,11.3,.557,.827,.120,0.2,14.1,7.1,9.5,2.0,2.3,13.0,13.9,,0.2,0.7,0.8,0.077,,-0.2,0.9,0.8,0.4,2015
118,Kosta Koufos,C,25,MEM,11.0,127.0,19.0,.557,.000,.161,16.2,17.7,16.9,5.2,1.6,4.3,2.9,12.3,,0.3,0.2,0.5,0.198,,1.9,1.0,2.9,0.2,2015
119,Courtney Lee,SG,29,MEM,11.0,367.0,15.5,.663,.300,.230,0.9,7.7,4.2,11.0,1.7,0.0,10.6,15.3,,0.9,0.2,1.1,0.145,,0.9,1.7,2.6,0.4,2015
120,David Lee,PF,31,GSW,13.0,107.0,14.1,.429,.000,.375,11.3,23.2,17.3,11.8,1.4,1.5,4.1,20.4,,0.1,0.2,0.3,0.133,,-1.4,0.6,-0.9,0.0,2015
121,Kawhi Leonard,SF,23,SAS,7.0,250.0,19.9,.571,.239,.321,5.4,17.2,11.1,12.5,1.6,1.3,10.8,25.0,,0.5,0.2,0.7,0.143,,3.0,1.5,4.4,0.4,2015
122,Meyers Leonard,C,22,POR,5.0,106.0,19.6,.891,.619,.095,6.0,27.9,16.8,8.4,1.0,1.2,12.1,10.8,,0.4,0.1,0.5,0.232,,5.1,3.2,8.4,0.3,2015
123,Jon Leuer,PF,25,MEM,4.0,9.0,22.4,.500,.000,.000,24.0,37.5,30.6,0.0,0.0,0.0,0.0,20.3,,0.0,0.0,0.0,0.193,,4.2,-1.7,2.5,0.0,2015
