Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP,Year
25,DeJuan Blair,PF,24,DAL,6.0,81.0,28.8,.611,.000,.481,18.7,36.0,26.6,2.0,7.7,0.0,13.3,21.0,,0.2,0.2,0.4,0.255,,3.6,3.8,7.4,0.2,2014
26,Steve Blake,PG,33,GSW,6.0,45.0,3.1,.442,.833,.083,2.5,7.8,5.1,6.3,0.0,0.0,13.9,13.7,,0.0,0.0,-0.1,-0.064,,-2.6,-3.7,-6.3,0.0,2014
27,Andray Blatche,PF,27,BRK,12.0,172.0,19.7,.541,.034,.517,17.5,27.0,22.0,4.1,1.9,1.1,12.3,23.1,,0.3,0.2,0.5,0.141,,0.3,-1.5,-1.2,0.0,2014
28,Matt Bonner,PF,33,SAS,22.0,136.0,8.8,.593,.571,.190,1.8,10.1,6.0,10.8,0.8,0.6,8.1,8.5,,0.2,0.1,0.3,0.122,,0.0,2.2,2.2,0.1,2014
29,Trevor Booker,PF,26,WAS,9.0,146.0,12.6,.474,.069,.207,12.6,18.3,15.5,8.8,0.7,5.0,8.7,11.2,,0.1,0.3,0.5,0.152,,-1.5,1.1,-0.4,0.1,2014
30,Carlos Boozer,PF,32,CHI,5.0,121.0,11.7,.471,.000,.191,7.4,30.6,18.6,8.1,0.5,0.0,12.1,23.0,,-0.1,0.2,0.1,0.035,,-2.7,-0.7,-3.4,0.0,2014
31,Chris Bosh*,C,29,MIA,20.0,686.0,18.2,.596,.323,.210,4.8,16.5,10.9,5.4,1.4,2.7,5.3,19.7,,1.4,0.6,2.0,0.14,,2.9,-0.8,2.1,0.7,2014
32,Elton Brand,C,34,ATL,7.0,81.0,9.8,.282,.000,.417,9.3,24.0,16.2,12.2,0.7,6.4,0.0,8.2,,0.0,0.2,0.2,0.106,,-1.5,2.0,0.5,0.1,2014
33,Reggie Bullock,SF,22,LAC,2.0,5.0,23.0,1.000,.000,.000,0.0,0.0,0.0,32.2,0.0,0.0,0.0,8.7,,0.0,0.0,0.0,0.262,,8.8,4.0,12.8,0.0,2014
34,Caron Butler,SF,33,OKC,18.0,419.0,6.8,.470,.546,.259,3.1,12.1,7.8,5.4,0.6,0.4,8.4,14.3,,0.0,0.2,0.3,0.03,,-1.7,-1.0,-2.7,-0.1,2014
35,Jimmy Butler,SG,24,CHI,5.0,218.0,11.4,.507,.351,.404,3.1,11.0,6.9,8.8,1.5,0.0,4.3,15.5,,0.2,0.2,0.4,0.096,,-0.9,1.2,0.3,0.1,2014
36,Rasual Butler,SG,34,IND,11.0,70.0,9.1,.598,.800,.133,0.0,10.1,5.2,2.3,0.8,1.3,5.9,11.8,,0.1,0.1,0.1,0.093,,0.6,0.1,0.7,0.0,2014
37,JosÃ© CalderÃ³n,PG,32,DAL,7.0,191.0,13.1,.550,.354,.015,1.1,4.6,2.7,24.7,0.3,0.0,9.7,17.1,,0.4,0.0,0.3,0.085,,2.1,-1.3,0.7,0.1,2014
38,DeMarre Carroll,SF,27,ATL,7.0,246.0,10.0,.576,.449,.224,5.2,10.8,7.9,8.3,1.1,1.1,12.9,11.7,,0.2,0.3,0.5,0.107,,-0.4,0.1,-0.3,0.1,2014
39,Vince Carter*,SG,37,DAL,7.0,190.0,17.5,.593,.456,.206,4.0,12.0,7.7,13.7,0.8,0.9,7.5,19.0,,0.5,0.1,0.6,0.141,,5.0,0.2,5.1,0.3,2014
40,Mario Chalmers,PG,27,MIA,20.0,535.0,10.2,.525,.387,.225,0.5,10.6,5.7,20.7,2.0,1.1,19.7,14.5,,0.1,0.4,0.5,0.044,,-1.5,-0.3,-1.8,0.0,2014
41,Victor Claver,SF,25,POR,2.0,7.0,-9.7,.000,,,0.0,76.7,38.7,0.0,0.0,0.0,36.2,17.3,,-0.1,0.0,-0.1,-0.421,,-12.8,-1.7,-14.6,0.0,2014
42,Norris Cole,PG,25,MIA,20.0,404.0,7.3,.544,.513,.192,0.3,6.7,3.6,13.5,1.2,0.2,18.3,13.1,,0.1,0.1,0.2,0.021,,-2.2,-1.1,-3.2,-0.1,2014
43,Darren Collison,PG,26,LAC,13.0,249.0,13.9,.501,.133,.500,4.4,8.1,6.2,18.3,1.2,0.3,9.9,21.2,,0.3,0.0,0.4,0.07,,0.5,-1.3,-0.7,0.1,2014
44,Nick Collison,PF,33,OKC,17.0,183.0,9.4,.494,.172,.345,7.8,15.3,11.8,10.5,1.1,2.9,15.2,9.8,,0.1,0.2,0.3,0.084,,-1.9,1.6,-0.3,0.1,2014
45,Mike Conley,PG,26,MEM,7.0,267.0,17.7,.489,.265,.255,2.0,11.9,6.7,37.0,2.8,0.3,11.7,22.1,,0.2,0.3,0.5,0.088,,2.0,1.9,3.9,0.4,2014
46,Chris Copeland,SF,29,IND,12.0,82.0,10.6,.563,.571,.321,1.5,5.8,3.7,2.2,2.0,3.4,13.5,22.0,,0.0,0.1,0.1,0.055,,-1.2,-1.1,-2.3,0.0,2014
47,Jamal Crawford,SG,33,LAC,13.0,313.0,16.7,.531,.462,.257,1.8,5.3,3.5,13.8,1.9,0.5,7.3,28.5,,0.4,0.1,0.5,0.079,,3.7,-1.1,2.6,0.4,2014
48,Jordan Crawford,SG,25,GSW,6.0,57.0,11.0,.472,.212,.424,7.9,10.3,9.1,6.0,0.9,0.0,11.3,33.0,,0.0,0.0,0.0,-0.037,,-2.0,-3.4,-5.4,0.0,2014
49,Jae Crowder,SF,23,DAL,7.0,81.0,6.9,.528,.389,.000,5.3,12.5,8.6,3.4,1.3,1.0,14.3,11.7,,0.0,0.0,0.1,0.034,,-3.0,0.5,-2.5,0.0,2014
50,Stephen Curry,PG,25,GSW,7.0,296.0,18.8,.599,.491,.362,1.5,8.3,4.8,31.9,2.0,0.3,16.2,23.1,,0.8,0.0,0.8,0.131,,4.3,0.2,4.4,0.5,2014
51,Samuel Dalembert,C,32,DAL,7.0,135.0,17.2,.523,.000,.625,18.4,33.8,25.5,0.0,0.8,6.0,11.6,11.6,,0.2,0.2,0.4,0.146,,0.4,-0.1,0.4,0.1,2014
52,Troy Daniels,SG,22,HOU,4.0,68.0,17.5,.807,.882,.294,4.7,10.0,7.3,2.2,1.5,0.0,9.4,13.3,,0.3,0.0,0.3,0.209,,3.8,1.2,5.0,0.1,2014
53,Ed Davis,PF,24,MEM,7.0,25.0,16.9,.287,.000,.100,34.2,32.9,33.6,0.0,2.2,10.4,16.1,22.9,,-0.1,0.1,0.0,-0.028,,-2.4,-2.5,-4.9,0.0,2014
54,Glen Davis,PF,28,LAC,13.0,158.0,13.1,.610,.000,.000,9.8,16.6,13.1,8.6,0.9,1.6,14.6,13.2,,0.2,0.1,0.3,0.097,,-0.6,0.8,0.2,0.1,2014
55,Austin Daye,SF,25,SAS,1.0,6.0,-11.5,.000,.000,.000,0.0,19.0,9.8,0.0,0.0,0.0,0.0,15.5,,0.0,0.0,0.0,-0.315,,-12.0,-6.7,-18.7,0.0,2014
56,Nando De Colo,SG,26,TOR,1.0,4.0,-5.4,,,,0.0,29.3,15.2,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.051,,-17.6,2.6,-15.0,0.0,2014
57,DeMar DeRozan,SG,24,TOR,7.0,282.0,18.2,.550,.154,.675,1.3,10.8,6.3,17.0,1.5,0.6,10.6,28.3,,0.6,0.2,0.8,0.136,,2.3,-0.2,2.1,0.3,2014
58,Boris Diaw,PF,31,SAS,23.0,604.0,15.3,.582,.281,.300,5.0,16.3,10.8,18.7,1.2,0.4,13.8,16.2,,1.1,0.8,2.0,0.155,,1.9,1.9,3.8,0.9,2014
59,Toney Douglas,PG,27,MIA,10.0,29.0,12.9,.506,.667,.222,4.8,13.3,9.2,27.2,0.0,0.0,9.2,19.2,,0.1,0.0,0.1,0.096,,3.9,-1.1,2.8,0.0,2014
60,Chris Douglas-Roberts,SF,27,CHA,4.0,70.0,18.9,.857,.500,.875,3.5,11.2,7.2,5.2,0.0,0.0,15.3,17.8,,0.3,0.0,0.3,0.211,,1.8,1.2,3.1,0.1,2014
61,Jared Dudley,SF,28,LAC,7.0,45.0,4.3,.409,.545,.000,0.0,15.9,7.6,5.9,1.1,0.0,0.0,10.6,,0.0,0.0,0.0,0.011,,-2.7,-0.5,-3.2,0.0,2014
62,Tim Duncan*,C,37,SAS,23.0,752.0,21.1,.568,.007,.351,10.4,22.2,16.4,9.6,0.5,3.1,7.3,21.9,,2.0,1.2,3.2,0.204,,2.5,0.7,3.1,1.0,2014
63,Mike Dunleavy,SF,33,CHI,5.0,163.0,15.5,.593,.491,.113,3.4,9.5,6.4,14.0,1.0,0.5,8.2,17.9,,0.3,0.1,0.4,0.123,,3.1,0.8,3.9,0.2,2014
64,Kevin Durant,SF,25,OKC,19.0,815.0,22.6,.570,.296,.386,3.7,19.1,11.8,18.3,1.2,2.3,12.7,31.6,,1.5,0.9,2.5,0.145,,6.1,0.4,6.4,1.7,2014
65,Wayne Ellington,SG,26,DAL,2.0,14.0,13.0,.581,1.000,.333,0.0,18.1,8.3,21.2,0.0,0.0,22.5,28.6,,0.0,0.0,0.0,0.023,,2.0,-2.0,-0.1,0.0,2014
66,Monta Ellis,SG,28,DAL,7.0,249.0,15.4,.508,.268,.244,2.6,5.6,4.0,13.2,1.9,0.3,9.6,28.2,,0.2,0.1,0.3,0.048,,1.2,-0.9,0.3,0.1,2014
67,Landry Fields,SF,25,TOR,3.0,26.0,11.0,.000,.000,.000,9.8,22.5,16.4,5.6,8.3,3.5,33.3,5.4,,0.0,0.1,0.0,0.062,,-1.2,9.1,8.0,0.1,2014
68,Derek Fisher,SG,39,OKC,19.0,299.0,7.9,.459,.562,.205,2.4,9.7,6.2,8.0,2.3,0.0,7.0,13.1,,0.1,0.3,0.3,0.053,,-2.3,1.0,-1.3,0.0,2014
69,Jamaal Franklin,SG,22,MEM,2.0,4.0,-11.1,.174,.000,1.000,0.0,29.4,14.0,0.0,0.0,0.0,0.0,33.1,,0.0,0.0,0.0,-0.428,,-13.7,-7.6,-21.3,0.0,2014
70,Joel Freeland,C,26,POR,9.0,24.0,-3.5,.129,.000,.667,18.3,17.9,18.1,5.4,2.1,3.0,50.8,14.4,,-0.1,0.0,-0.1,-0.214,,-11.7,-0.6,-12.3,-0.1,2014
71,Francisco GarcÃ­a,SF,32,HOU,2.0,22.0,6.3,.451,.500,.667,4.9,5.1,5.0,0.0,0.0,0.0,0.0,15.0,,0.0,0.0,0.0,0.028,,-3.0,-1.5,-4.4,0.0,2014
72,Kevin Garnett*,C,37,BRK,12.0,250.0,17.2,.568,.032,.365,9.1,30.3,19.2,10.8,2.0,1.9,15.1,16.8,,0.3,0.3,0.6,0.123,,0.5,1.8,2.3,0.3,2014
73,Marc Gasol,C,29,MEM,7.0,299.0,14.7,.462,.009,.293,4.6,16.1,10.1,18.4,2.2,1.7,8.4,22.0,,0.0,0.4,0.4,0.065,,0.4,1.9,2.4,0.3,2014
74,Paul George,SF,23,IND,19.0,781.0,20.5,.578,.410,.406,2.1,20.0,11.2,17.8,2.9,0.8,11.7,26.3,,1.3,1.5,2.7,0.169,,3.3,2.5,5.9,1.6,2014
75,Taj Gibson,PF,28,CHI,5.0,154.0,26.5,.625,.000,.632,15.3,7.8,11.6,2.8,0.7,6.0,9.9,25.3,,0.5,0.2,0.7,0.221,,5.0,1.4,6.4,0.3,2014
76,Manu GinÃ³bili*,SG,36,SAS,23.0,586.0,20.3,.593,.443,.397,1.8,12.9,7.5,25.1,3.2,0.3,15.7,26.2,,1.2,1.0,2.2,0.184,,2.9,2.4,5.3,1.1,2014
77,Drew Gooden,C,32,WAS,10.0,146.0,9.5,.409,.105,.211,15.8,17.5,16.7,4.5,1.1,2.2,8.8,14.7,,0.0,0.3,0.3,0.097,,-4.1,-1.6,-5.7,-0.1,2014
78,Marcin Gortat,C,29,WAS,11.0,382.0,16.3,.526,.000,.347,10.9,22.2,16.5,7.5,0.7,3.0,12.8,19.3,,0.3,0.8,1.0,0.13,,1.1,-0.4,0.7,0.3,2014
79,Danny Granger,SF,30,LAC,13.0,134.0,3.6,.387,.550,.225,1.6,16.0,8.6,3.0,2.2,0.6,6.4,15.2,,-0.2,0.1,-0.1,-0.025,,-5.9,-0.8,-6.7,-0.2,2014
80,Danny Green,SG,26,SAS,23.0,529.0,16.5,.650,.635,.069,2.0,13.0,7.6,5.9,3.1,2.6,10.9,16.1,,0.9,1.0,1.9,0.172,,2.5,3.7,6.2,1.1,2014
81,Draymond Green,SF,23,GSW,7.0,228.0,16.2,.588,.483,.400,8.9,20.5,14.6,13.0,2.6,4.5,19.4,16.4,,0.3,0.2,0.5,0.109,,0.9,4.2,5.0,0.4,2014
82,Willie Green,SG,32,LAC,5.0,19.0,12.8,.425,.800,.400,0.0,43.9,21.1,6.9,7.9,0.0,14.5,15.7,,0.0,0.1,0.0,0.094,,-4.6,7.1,2.5,0.0,2014
83,Blake Griffin,PF,24,LAC,13.0,478.0,21.7,.554,.030,.410,8.1,15.2,11.5,18.2,1.7,2.5,10.1,27.9,,1.1,0.3,1.4,0.143,,3.9,0.5,4.4,0.8,2014
84,Jorge GutiÃ©rrez,PG,25,BRK,2.0,3.0,33.7,.568,,,40.1,0.0,21.0,0.0,0.0,0.0,0.0,28.7,,0.0,0.0,0.0,0.361,,11.3,-3.3,8.0,0.0,2014
85,Tyler Hansbrough,PF,28,TOR,3.0,29.0,5.2,.621,.000,2.000,8.7,16.1,12.6,5.3,0.0,0.0,26.2,12.4,,0.0,0.0,0.0,0.07,,-6.7,-0.4,-7.1,0.0,2014
86,James Harden,SG,24,HOU,6.0,263.0,18.3,.519,.406,.376,2.0,9.9,5.9,21.5,2.4,0.3,11.9,28.5,,0.5,0.1,0.6,0.111,,4.0,0.2,4.2,0.4,2014
87,Al Harrington,PF,33,WAS,7.0,59.0,5.2,.470,.467,.467,2.0,29.6,15.7,0.0,2.8,0.0,18.1,17.7,,-0.1,0.1,0.0,0.037,,-8.7,1.4,-7.2,-0.1,2014
88,Devin Harris,PG,30,DAL,7.0,176.0,15.7,.575,.379,.121,0.6,11.5,5.6,24.0,0.6,0.9,13.7,20.6,,0.3,0.0,0.3,0.092,,2.8,-0.4,2.4,0.2,2014
89,Udonis Haslem,PF,33,MIA,16.0,169.0,9.8,.483,.000,.270,9.8,22.1,16.2,3.7,0.3,1.7,2.4,12.8,,0.2,0.1,0.3,0.084,,-2.4,-1.4,-3.8,-0.1,2014
90,Chuck Hayes,C,30,TOR,5.0,38.0,9.1,.338,.000,.250,13.3,12.3,12.8,8.4,4.3,0.0,10.1,12.2,,0.0,0.1,0.0,0.052,,-2.8,0.8,-1.9,0.0,2014
91,Gerald Henderson,SG,26,CHA,4.0,119.0,8.0,.438,.243,.459,1.0,16.5,8.4,12.9,1.8,0.7,11.9,20.2,,-0.2,0.1,-0.1,-0.032,,-5.0,0.5,-4.5,-0.1,2014
92,Roy Hibbert,C,27,IND,19.0,542.0,12.1,.511,.007,.388,10.0,13.3,11.7,5.4,0.4,4.4,12.7,17.7,,0.2,0.7,0.9,0.084,,-2.6,0.3,-2.2,0.0,2014
93,NenÃª,PF,31,WAS,10.0,325.0,12.2,.458,.000,.188,2.8,16.1,9.4,15.6,1.5,2.8,10.2,24.2,,-0.3,0.7,0.3,0.048,,-0.8,0.9,0.1,0.2,2014
94,George Hill,PG,27,IND,19.0,687.0,12.8,.561,.433,.343,2.3,10.0,6.2,14.2,1.8,0.5,12.0,16.5,,0.7,0.9,1.5,0.107,,-0.2,1.2,1.0,0.5,2014
95,Solomon Hill,SF,22,IND,1.0,1.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.018,,-2.8,-0.3,-3.0,0.0,2014
96,Kirk Hinrich,PG,33,CHI,5.0,167.0,8.2,.476,.339,.071,0.7,10.0,5.2,24.4,1.3,0.5,16.0,19.8,,-0.1,0.1,0.0,0.005,,-3.1,0.8,-2.2,0.0,2014
97,Ryan Hollins,PF,29,LAC,5.0,9.0,-3.2,.338,.000,.250,12.3,26.5,19.1,0.0,0.0,0.0,18.4,26.2,,0.0,0.0,0.0,-0.19,,-14.1,-6.3,-20.3,0.0,2014
98,Dwight Howard*,C,28,HOU,6.0,231.0,27.2,.581,.000,.604,12.5,26.9,19.5,8.5,0.9,6.0,12.4,28.2,,0.7,0.2,0.9,0.185,,4.3,1.5,5.7,0.4,2014
99,Serge Ibaka,PF,24,OKC,17.0,581.0,16.6,.633,.088,.231,6.4,15.7,11.3,3.5,1.0,5.4,11.0,14.3,,1.0,0.7,1.7,0.143,,1.1,1.7,2.8,0.7,2014
100,Andre Iguodala,SF,30,GSW,7.0,248.0,12.6,.601,.242,.532,2.3,13.2,7.6,18.7,1.8,0.7,21.5,16.7,,0.2,0.1,0.3,0.049,,0.0,1.5,1.5,0.2,2014
101,Reggie Jackson,PG,23,OKC,19.0,531.0,11.8,.582,.329,.273,2.9,11.9,7.7,14.4,0.5,0.6,17.4,18.7,,0.5,0.3,0.7,0.067,,-0.1,-0.9,-1.0,0.1,2014
102,Bernard James,C,28,DAL,2.0,8.0,12.1,,,,13.5,0.0,7.3,0.0,6.5,0.0,,0.0,,0.0,0.0,0.0,0.131,,1.6,1.0,2.6,0.0,2014
103,LeBron James,PF,29,MIA,20.0,763.0,31.0,.668,.253,.471,2.5,21.4,12.3,25.6,2.6,1.4,12.9,31.6,,3.4,0.9,4.3,0.269,,8.5,1.8,10.3,2.4,2014
104,Al Jefferson,C,29,CHA,3.0,106.0,19.2,.507,.000,.094,6.8,27.1,16.6,4.1,0.5,4.2,1.8,25.3,,0.1,0.1,0.2,0.082,,2.2,0.1,2.3,0.1,2014
105,Amir Johnson,PF,26,TOR,7.0,191.0,16.4,.672,.038,.231,10.6,15.9,13.4,7.3,0.8,1.9,17.3,17.0,,0.4,0.2,0.5,0.137,,0.6,0.6,1.3,0.2,2014
106,James Johnson,SF,26,MEM,3.0,28.0,21.4,.490,.333,.667,15.3,8.4,12.0,0.0,1.9,0.0,0.0,31.8,,0.1,0.0,0.1,0.16,,8.1,-0.6,7.5,0.1,2014
107,Joe Johnson,SG,32,BRK,12.0,469.0,20.3,.626,.288,.234,2.3,10.5,6.2,14.5,0.7,0.6,8.6,23.1,,1.4,0.1,1.5,0.153,,4.4,-0.5,3.8,0.7,2014
108,James Jones,SF,33,MIA,15.0,126.0,16.2,.641,.800,.075,3.3,8.2,5.8,6.7,1.3,1.5,0.0,16.7,,0.4,0.1,0.4,0.167,,4.4,-0.5,3.9,0.2,2014
109,Perry Jones,PF,22,OKC,11.0,55.0,7.0,.472,.556,.000,6.5,11.7,9.3,3.0,0.0,1.4,5.3,15.7,,0.0,0.0,0.0,0.037,,-2.5,-2.1,-4.5,0.0,2014
110,Terrence Jones,PF,22,HOU,6.0,138.0,17.9,.519,.026,.308,13.2,16.4,14.7,8.7,1.9,1.8,4.3,14.3,,0.3,0.1,0.4,0.14,,2.5,0.7,3.2,0.2,2014
111,DeAndre Jordan,C,25,LAC,13.0,442.0,16.5,.648,.000,1.206,10.7,32.3,21.1,3.2,1.4,6.3,19.3,11.7,,0.5,0.7,1.2,0.13,,0.6,1.8,2.4,0.5,2014
112,Cory Joseph,SG,22,SAS,17.0,87.0,18.3,.559,.086,.514,1.4,10.5,6.1,16.5,1.8,0.0,8.5,25.0,,0.2,0.1,0.3,0.159,,0.5,1.9,2.3,0.1,2014
113,Michael Kidd-Gilchrist,SF,20,CHA,4.0,91.0,12.0,.541,.037,.370,10.6,25.8,17.9,12.0,0.0,2.0,20.3,20.7,,0.0,0.1,0.0,0.017,,-3.3,0.8,-2.5,0.0,2014
114,Andrei Kirilenko,PF,32,BRK,10.0,144.0,14.4,.556,.000,1.133,8.4,12.0,10.1,10.3,3.9,2.0,11.8,8.6,,0.2,0.2,0.4,0.138,,1.0,3.3,4.3,0.2,2014
115,Kyle Korver,SG,32,ATL,7.0,250.0,12.1,.659,.818,.182,0.9,17.0,8.4,3.9,0.8,0.7,13.4,15.3,,0.3,0.4,0.6,0.122,,1.5,-0.1,1.4,0.2,2014
116,Kosta Koufos,C,24,MEM,7.0,45.0,19.1,.507,.000,.250,16.6,20.9,18.7,7.8,2.4,5.8,14.5,21.2,,0.0,0.1,0.1,0.117,,-0.5,2.3,1.8,0.0,2014
117,Ognjen KuzmiÄ,C,23,GSW,3.0,8.0,5.7,,,,14.0,43.9,28.7,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.098,,-1.9,-1.9,-3.7,0.0,2014
118,Jeremy Lamb,SG,21,OKC,11.0,100.0,14.4,.457,.333,.095,4.8,12.9,9.1,12.2,3.6,0.7,6.4,21.3,,0.0,0.1,0.1,0.072,,-0.1,1.2,1.2,0.1,2014
119,Shane Larkin,PG,21,DAL,2.0,10.0,-9.7,.000,.333,.000,0.0,12.7,5.8,24.5,0.0,0.0,25.0,18.0,,-0.1,0.0,-0.1,-0.384,,-12.1,-6.9,-19.0,0.0,2014
120,Courtney Lee,SG,28,MEM,7.0,224.0,8.8,.515,.317,.300,1.4,5.8,3.5,8.0,1.2,0.8,8.1,15.2,,0.1,0.1,0.2,0.043,,-1.9,0.2,-1.6,0.0,2014
121,David Lee,PF,30,GSW,7.0,217.0,15.6,.568,.000,.247,12.4,21.6,16.9,13.6,0.9,0.0,16.6,20.1,,0.3,0.1,0.4,0.081,,0.3,-0.1,0.2,0.1,2014
122,Kawhi Leonard,SF,22,SAS,23.0,736.0,18.7,.606,.310,.301,5.1,19.2,12.3,7.8,2.7,1.5,9.7,18.9,,1.5,1.5,2.9,0.191,,1.9,2.8,4.7,1.3,2014
123,Meyers Leonard,C,21,POR,4.0,9.0,-7.8,.000,.000,.000,0.0,23.8,12.1,0.0,0.0,0.0,0.0,9.8,,0.0,0.0,0.0,-0.214,,-8.2,-2.6,-10.8,0.0,2014
124,Jon Leuer,PF,24,MEM,3.0,23.0,22.1,.571,.286,.286,9.3,30.7,19.5,14.7,2.3,0.0,0.0,15.7,,0.1,0.0,0.1,0.252,,6.1,0.8,6.9,0.1,2014
